session_num,file_key,team_id,session_id,participant_id,condition,run_order,timestamp,message_content,route_mode,route_confidence,route_source,route_override_used,override_mode,route_archetype,route_rationale,is_slash_command,has_research_job
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:36.805Z,da,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:41.393Z,/baddie,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,True,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:50.419Z,i want to eat lunch,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:50.419Z,hungry sia,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:50.419Z,jk,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:26:20.124Z,show me food,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:26:28.331Z,hi chatbot,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:26:37.358Z,agent if youre there say ih,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:26:44.007Z,say hi please,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:26:53.535Z,find food near me,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:28:01.694Z,tell me about today's weather in singapore,ask,1,manual-override,True,action,execution-coach,Deterministic action category selected.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:28:51.515Z,settle all the action items,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:29:25.158Z,tell me you love me,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:30:03.901Z,where should i eat for lunch?,ask,1,manual-override,True,suggestion,pragmatic-advisor,Deterministic suggestion category selected.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:37:26.983Z,"okay i need to write the intro of this report

the env topic i wanna talk about is the rise in natural disasters globally
scope it down i guess",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:05:02.793Z,"okay i need to write the intro of this report

the env topic i wanna talk about is the rise in natural disasters globally
scope it down i guess",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:05:36.819Z,okay let's work on hurricanes,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:06:08.512Z,"okay that looks really good actually
lets add some stats",research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:06:39.641Z,okay summarise those stats and add it to the intro,ask,1,manual-override,True,summary,decision-brief,Deterministic summary category selected.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:07:03.418Z,okay summarise those stats and add it to the intro,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:07:49.952Z,okay err rupdate my intro please,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:25:21.779Z,how to run an independent samples t test,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:26:21.600Z,tell me a joke,ask,1,manual-override,True,action,execution-coach,Deterministic action category selected.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:26:57.134Z,what is actions,ask,1,manual-override,True,suggestion,pragmatic-advisor,Deterministic suggestion category selected.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:28:50.739Z,"what is a good anniversary present for my boyfriend of 3 years. he likes hockey, hot sauce, cats, and video games. i love him very much hehe",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:37:08.125Z,what are some cultural issues in singapore related to identity,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:38:08.735Z,i want to focus on government policies and how they influence the individual's perception of their identity. give me some papers that highlight this,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:39:26.977Z,i want to focus on government policies and how they influence the individual's perception of their identity. give me some papers that highlight this,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T08:04:35.085Z,i want to focus on government policies and how they influence the individual's perception of their identity. give me some papers that highlight this,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T08:06:42.946Z,draft a good introduction for a research paper exploring this topic,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T08:07:04.846Z,draft a study design to investigate the effects of government policies on individual identity and self-perception,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T07:26:26.507Z,what are the best university majors to take in 2026?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T07:27:19.495Z,what should i eat for dinner,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T07:28:32.169Z,what are the advantages of an AI powered collaborative workspace?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T07:37:24.895Z,what are some research topics on singapore's environmental change that would be interesting for a university research project?,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:05:08.031Z,what are some research topics on singapore's environmental change that would be interesting for a university research project?,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:08:06.964Z,"using examples, illustrate how have human activities and climate change affected singapore's coastal ecosystems?",research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:24.967Z,hi royston,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:40.627Z,hi royston,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:40.627Z,lololol,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:58.585Z,i want enough space for my own study desk,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:16:07.416Z,and a nice closet for all my clothes and shoes i have a lot,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:16:14.425Z,and a gym,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:16:14.425Z,need a gym,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:16:20.180Z,so i dont get fat,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:16:35.574Z,i want to stay in the east/central,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:16:45.759Z,what did we talk about,ask,1,manual-override,True,summary,decision-brief,Deterministic summary category selected.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:17:00.392Z,based on the summary what is a good place to live in singapore,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:17:11.676Z,"three students in singapore need to find a flat to share, with the monthly rent budget of $4000. can you shortlist the 4 best areas in singapore and identify the 5 most important criteria to look out for?",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:18:09.316Z,what are the group's non negotiable criteria,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:18:56.084Z,what is study participant 03's non negotiables,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:19:00.134Z,personally i value proximity to public transport,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:19:04.993Z,i cba walk so far sia,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:19:04.993Z,kms,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:19:08.487Z,real,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:19:08.487Z,i agree,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:15.917Z,wtf,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:34.246Z,guys i need go the west,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:19:43.431Z,ew,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:46.411Z,so maybe we can stay more central? if that's oaky?,ask,0.7,server-classifier,False,auto,pragmatic-advisor,General question does not require long-form research output.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:19:53.368Z,how central is central,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:57.472Z,@agent f*** u,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:20:03.955Z,bishan or toa payoh?,ask,0.7,server-classifier,False,auto,pragmatic-advisor,General question does not require long-form research output.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:20:14.981Z,i like bugis haha,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:20:14.981Z,what about,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:20:17.412Z,oh okay bugis actly sounds good sia,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:20:21.417Z,redhill,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:20:21.417Z,or queenstown,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:20:23.856Z,isnt staying in bugis quite expensive?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:20:25.839Z,flat prices in bugis,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:20:44.451Z,flat prices in redhill and queenstown,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:20:55.034Z,what types of residences are available in bugis?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:20:57.251Z,find place in bugis,ask,1,manual-override,True,action,execution-coach,Deterministic action category selected.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:21:30.425Z,what type of residences are there in queenstown,research,1,manual-override,True,research,research-analyst,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_ON,AB,2026-03-25T08:21:52.869Z,life is sad,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:22:16.945Z,what are some common amenities renters look for?,ask,1,manual-override,True,suggestion,pragmatic-advisor,Deterministic suggestion category selected.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:22:21.733Z,what types of residences are there in queenstown,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:22:49.566Z,@agent yes,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:23:06.283Z,@agent i want specific listings,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:25:34.677Z,"with all the info we have, give us 3 possible places to rent",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_LIGHT,BA,2026-03-25T08:34:25.598Z,i am your father.,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_LIGHT,BA,2026-03-25T08:34:47.979Z,i hope someone else wrote that down,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_LIGHT,BA,2026-03-25T08:34:47.979Z,i forgot everything,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:34:51.185Z,huh,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:03.382Z,where do u want to go,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:03.382Z,i want to go to cebu,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:03.390Z,your friend group of 3 wants to plan a trip together,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:10.048Z,and eat lechon,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-03,AI_LIGHT,BA,2026-03-25T08:35:14.423Z,friend group of 3 going on a trip on their favourite rocket ship,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:16.694Z,who wants lechon say hell yeah,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:27.310Z,@agent quick vacation destinations for a group of 3,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:38.709Z,lets gooooooooooooooo,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:38.709Z,i want lechon,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:35:48.651Z,best lechon in cebu,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:36:04.622Z,wah i hungry sia,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
